id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<pages>	score<doi>	score<pages doi>	score<isbn>	score<pages isbn>	score<references>
iceland	-0.5215	0.105	1	1691	167487	365	0.7562	15.068	1.474	27.123	2.1918
idaho	0.1693	-0.7446	3	1663	160106	235	0.3915	13.191	1.4681	40	1.8553
idaho road transport	0.3926	-0.9842	3	367	7025	30	0	0	0.1333	13.333	0.1333
idols	0.7255	0.2083	2	1222	93256	110	0	0	0.3455	13.636	0.3455
igbo	-0.5641	0.1495	1	1079	27256	62	1	27.419	6.7742	62.903	7.7742
illinois road transport	0.4278	-0.9521	3	615	26982	140	0.0071	0.714	0.0643	3.571	0.0714
illyria	-1.1477	0.3894	4	765	33236	32	0.3125	21.875	5.625	62.5	5.875
india	-0.435	0.8037	4	2028	5856409	10900	0.6407	14.615	3.4764	44.248	4.0935
india road transport	-0.4226	0.9585	4	408	3360	9	0	0	0.6667	22.222	0.6667
indian christianity work group	-0.8051	0.7738	4	1515	144582	207	0.2271	12.56	2.4444	41.063	2.6667
indian cinema	-0.26	0.9073	4	1473	244700	1074	0.0419	2.235	0.8594	22.439	0.8994
indian cities	-0.4358	0.8964	4	1456	256118	286	0.2168	10.839	4.2098	50.35	4.4196
indian districts	-0.4265	0.9466	4	1028	40833	63	0.1587	12.698	1.4921	36.508	1.6508
indian geography	-0.5888	0.9093	4	1432	213573	403	0.6377	14.888	2.0397	39.95	2.66
indian history	-0.6369	0.8435	4	1670	1141933	1154	0.9809	26.083	8.1984	72.79	9.1343
indian law	-0.5083	0.8538	4	431	4425	8	0.5	37.5	2.25	25	2.75
indian literature	-0.4684	0.9196	4	1319	175321	299	0.4348	17.726	5.9231	66.555	6.2943
indian military history	-1.2714	-0.3769	6	1867	864743	877	0.1824	5.815	3.4059	44.014	3.5781
indian music	-0.2722	0.876	4	1249	104170	205	0.1268	2.927	2.6098	34.634	2.7366
indian politics	-0.419	0.7286	4	1519	527795	903	0.4618	13.843	3.3555	38.095	3.7996
indian premier league	0.0875	0.4586	5	831	26296	49	0	0	0.8367	26.531	0.8367
indian railways	-0.3937	0.937	4	752	34741	118	0.0169	1.695	0.3051	14.407	0.322
indian states	-0.4127	0.922	4	1308	133893	34	1.9412	64.706	19.7647	100	21.6765
indian television	0.3096	0.6823	4	1132	60528	184	0.1196	1.63	0.6793	17.391	0.7989
indian women and gender issues	-0.2935	0.8019	4	1051	27057	71	1.493	28.169	3.6479	40.845	5.1408
indiana	0.3896	-0.6615	3	1933	1161596	1741	0.2211	5.801	1.4704	36.014	1.6875
indiana historical society	0.1682	-0.6899	3	1589	211406	215	0.307	11.163	5.1674	84.651	5.4698
indiana jones	0.7448	0.0321	2	1322	52825	33	0.0606	6.061	4.303	66.667	4.3636
indiana road transport	0.4258	-0.9379	3	539	24187	138	0.0217	1.449	0.1087	5.072	0.1304
indianapolis	0.4825	-0.6502	3	1391	81782	124	0.0403	3.226	1.3387	29.032	1.371
indianapolis colts	0.819	-0.7296	3	901	75116	65	0	0	0.8923	32.308	0.8923
indie game	0.6559	0.6037	2	1201	54995	341	0.0235	2.053	0.1789	8.798	0.1994
indigenous peoples of australia	-0.1447	0.3501	1	1401	140365	571	0.4256	16.637	2.5534	59.194	2.9685
indigenous peoples of north america	-0.0192	-0.7121	3	1910	1316141	2282	0.7099	19.018	2.5372	47.546	3.2235
indigenous peoples of the americas	-0.2557	-0.3861	1	1867	579614	709	2.1016	36.389	4.0663	53.032	6.1171
indonesia	-0.5964	-0.119	1	1796	775083	1969	1.1265	27.222	2.1026	39.309	3.1971
industrial design	0.3266	0.4974	2	1657	105001	165	0.9939	24.848	3.9636	58.788	4.897
industrial music	0.574	0.3848	2	1318	79439	212	0.0142	0.943	1.6132	42.453	1.6274
inland empire	0.6201	-0.2583	2	1603	125579	141	0.1915	7.801	1.461	48.936	1.6454
insects	-0.0353	0.912	1	1544	197837	1152	6.8689	71.181	1.6484	41.059	8.4271
intelligence	-0.3494	-0.7205	6	1717	505608	539	0.4508	16.698	4.0779	60.853	4.5121
intelligent design	0.048	0.1094	3	1178	59379	51	2.8431	52.941	6.7255	66.667	9.4118
interfaith	-0.8738	0.5135	4	1923	1668324	883	1.0011	31.71	8.2741	70.555	9.2072
international development	-0.1035	0.4389	1	1694	213198	243	6.6214	49.794	3.428	50.206	9.9053
international law	-0.547	-0.1745	1	1739	418013	264	2.0644	42.045	5.9356	57.955	7.9356
international relations	-0.4603	-0.3232	1	2046	4561324	3509	1.2106	25.99	3.4793	46.908	4.6495
internet	0.4415	0.4767	2	2062	1483472	1160	1.5164	27.155	1.4698	34.655	2.7483
internet culture	0.4093	0.4006	2	2064	1297066	985	1.2721	21.421	1.3279	33.198	2.4518
interstate highway system	0.4073	-0.9298	3	1109	190466	474	0.0127	0.844	0.3439	17.3	0.3565
invention	0.3196	0.5595	2	1633	121359	140	5.8214	41.429	3.4286	61.429	9.0286
ios	0.6134	0.5656	2	1659	173748	135	0.0815	5.185	0.5926	17.778	0.6593
iowa	0.3284	-0.5865	3	1810	378436	683	0.164	7.321	1.1245	30.6	1.2796
iowa road transport	0.4101	-0.9561	3	410	17815	139	0	0	0.0432	3.597	0.0432
iran	-1.0129	0.22	4	1828	1312765	1524	0.8182	25.131	4.6719	58.596	5.4495
iraq	-1.2006	0.1494	4	1802	1037939	745	0.949	27.919	5.3477	56.242	6.2617
ireland	-0.3953	0.0158	5	1981	2331573	5468	0.2932	9.674	1.7904	38.698	2.0638
irish music	0.5495	0.3241	2	1296	63909	158	0.0127	1.266	1.7785	39.873	1.7911
irish republicanism	-0.472	-0.047	5	1505	252189	227	0.1586	7.048	3.4361	60.352	3.5947
islam-related	-0.9118	0.3996	4	1943	2541608	2057	0.9276	27.613	6.3909	60.768	7.2567
islamabad united	0.1883	0.4137	5	301	1814	5	0	0	0	0	0
islands	-0.4159	-0.4404	1	1990	1324516	824	1.0316	32.282	3.3544	61.286	4.3471
isle of man	-0.5857	0.1191	5	1573	119756	286	1.3357	14.685	4.1573	33.217	5.1643
isle of wight-related	-0.4499	0.1317	5	1165	35197	76	0.3289	11.842	1.2895	40.789	1.6053
"israel museum, jerusalem"	-0.7314	0.2728	4	526	5292	29	0	0	0.069	6.897	0.069
israel-related	-1.0847	0.3773	4	1921	2033687	2966	0.6116	18.746	3.1807	48.989	3.769
italian cinema	0.6662	0.1101	2	1422	78853	142	0.1901	7.746	3.2324	57.746	3.4155
italian historical states	-1.1005	0.0725	4	1369	193782	58	1.4655	27.586	8.0345	67.241	9.3793
italian military history	-1.2998	-0.4879	6	1896	1753548	1498	0.2136	6.409	3.5561	57.744	3.761
italy	-0.741	0.0041	4	2009	3078534	3988	0.3684	11.108	2.2981	41.575	2.6439
itc productions	0.8587	0.1715	2	1075	27591	89	0.191	17.978	3.6292	57.303	3.809
ivory coast	-0.652	0.0134	1	1255	45232	72	1.1944	33.333	3.8194	44.444	5
jackass	0.69	-0.0852	2	92	176	1	0	0	0	0	0
jainism	-0.5734	0.8709	4	1368	174321	176	0.8125	19.318	9.2727	81.818	10.0568
jamaica	-0.0255	-0.0178	5	1749	144260	288	0.5556	14.931	1.6493	35.764	2.1979
jammu and kashmir	-0.5881	0.8326	4	1210	91451	159	0.6981	20.126	4.9811	56.604	5.6164
janet jackson	0.837	0.2999	2	1137	54012	63	0.0794	6.349	3.381	55.556	3.4603
japan-related	-0.4181	-0.5626	6	2025	3488541	7156	0.3692	9.824	2.0355	39.771	2.3916
japanese baseball	0.8778	-0.4242	3	857	78226	151	0	0	0.4503	14.57	0.4503
japanese cinema	0.8786	0.2709	2	1411	120326	298	0.1644	8.725	2.1376	47.987	2.2919
japanese flora and fauna	-0.1726	0.843	1	1006	23174	83	3.1807	60.241	2.6265	55.422	5.747
japanese military history	-0.9044	-0.7963	6	1892	2222480	2396	0.1202	5.509	3.2003	52.922	3.3134
japanese mythology	-0.4658	0.7063	4	1073	32612	54	0.6296	25.926	7.0556	79.63	7.6111
java	0.6194	0.6854	2	1021	38247	81	0.679	20.988	1.2222	43.21	1.4815
javascript	0.5722	0.7091	2	438	8613	16	0.0625	6.25	1.6875	50	1.75
jazz	0.6169	0.1802	2	1725	469751	996	0.0803	4.217	2.4147	48.193	2.494
jehovah's witnesses	-0.7744	0.6731	4	1498	145065	80	0.875	23.75	8.0375	83.75	8.9
jennifer lopez	0.8236	0.2595	2	1117	44687	88	0	0	0.8523	27.273	0.8523
jersey	-0.6382	-0.0418	5	1407	59654	98	0.4694	14.286	2.4898	36.735	2.9592
jesus work group	-0.9085	0.7303	4	1704	510140	321	0.5296	19.626	5.7539	57.944	6.2617
jewish christianity	-0.8646	0.7579	4	1240	76276	25	0.4	20	16.28	76	16.6
jewish culture	0.0807	0.4193	4	1696	257711	263	0.2357	12.928	2.5779	50.19	2.8023
jewish history-related	-0.7503	0.3167	4	1957	1923766	1422	0.8024	24.824	5.6878	61.463	6.4543
jewish women	0.2792	0.0886	2	1679	237344	656	0.4588	14.482	2.0244	43.75	2.4436
jharkhand	-0.4103	0.9455	4	1112	39776	63	0.4762	11.111	3.1905	33.333	3.619
joe biden	0.0982	-0.3995	3	1389	216024	117	0.1026	6.838	0.8376	21.368	0.9402
john lennon	0.8146	0.4666	2	1278	73915	72	0.0139	1.389	10.4583	81.944	10.4722
johns hopkins university-related	0.1631	-0.2411	1	840	12540	56	1.2679	32.143	0.6071	26.786	1.7857
johnston atoll	-0.1977	-0.875	1	475	4266	7	0	0	1.1429	42.857	1.1429
jordan	-1.1046	0.1778	4	1614	230277	202	0.6782	23.267	4.901	52.97	5.5248
journalism	0.3426	-0.0043	2	2054	3662077	3985	0.3029	10.063	1.7069	40.778	1.9962
judaism	-0.9341	0.5655	4	1944	2811256	3128	0.4009	13.267	3.687	54.699	4.0665
jupiter	-0.1967	0.6334	1	758	15065	14	21.1429	78.571	3.7143	71.429	24.7143
justin timberlake	0.8757	0.3481	2	963	37794	51	0.0196	1.961	0.4118	17.647	0.4314
kabbalah	0.2558	0.4235	2	1545	94261	57	0.2281	8.772	3.807	68.421	4.0351
kansas	0.2395	-0.7708	3	1782	345896	519	0.1349	6.551	1.2042	29.287	1.3353
kansas city	0.5499	-0.6808	3	1628	164792	181	0.1878	3.867	1.2486	25.414	1.4144
kansas city chiefs	0.7982	-0.7257	3	887	67114	73	0	0	0.5068	19.178	0.5068
kansas road transport	0.3786	-0.9706	3	504	15447	143	0	0	0.014	0.699	0.014
karachi	-1.2564	0.14	4	930	17718	27	0.1111	7.407	2.6667	18.519	2.7778
karachi kings	0.1505	0.3857	5	255	2137	5	0	0	0.2	20	0.2
karate	0.5258	-0.2518	3	540	3130	2	0	0	8.5	50	8.5
karnataka	-0.407	0.8871	4	1503	249450	441	0.2744	10.658	3.7392	47.392	4.0023
katy perry	0.8805	0.3791	2	1068	38523	58	0	0	0.1034	1.724	0.1034
kazakhstan	-0.7064	-0.0679	4	1586	134091	149	0.4966	16.779	1.4094	24.161	1.8859
kelly clarkson	0.774	0.3193	2	746	24525	47	0	0	0.3617	14.894	0.3617
kent-related	-0.456	0.1551	5	1645	306057	613	0.2822	9.788	2.5285	49.755	2.8108
kentucky	0.1996	-0.7168	3	1896	760152	1190	0.2513	7.395	1.9739	44.118	2.2218
kentucky road transport	0.4081	-0.9779	3	396	13356	78	0	0	0.1026	8.974	0.1026
kenya	-0.4465	0.0382	1	1766	185514	362	0.8122	17.127	1.384	27.901	2.1602
kerala	-0.3767	0.8678	4	1526	227578	432	0.2963	11.343	2.6806	37.037	2.9699
kickboxing	0.3576	-0.2948	3	1146	51493	192	0.0156	1.562	0.1615	6.771	0.1771
king arthur	-0.4375	0.3301	4	1389	83760	120	0.725	26.667	4.975	68.333	5.7
kiribati	-0.4339	-0.4847	1	937	21762	34	1.2353	20.588	1.6471	55.882	2.7647
korea-related	-0.3385	-0.4933	1	1919	1029752	2193	0.4419	12.403	2.0383	32.969	2.4565
korean baseball	0.8561	-0.4246	3	433	11965	31	0	0	0.0968	9.677	0.0968
korean cinema	0.5852	0.0918	2	844	12956	67	0.1642	2.985	1.1493	22.388	1.3134
korean military history	-0.4471	-1.1028	6	1840	611851	470	0.2872	9.149	3.7745	50.638	4.0489
kosovo	-1.0675	-0.1215	6	1600	253220	281	0.4342	13.879	4.5943	44.484	4.9929
krishnaism	-0.5242	0.9536	4	1323	164692	110	0.9273	31.818	14.4727	83.636	15.3273
kurdistan	-1.2481	0.0295	4	1581	307131	223	0.7175	24.215	4.8386	54.709	5.5291
kuwait	-0.998	0.0672	4	1515	118782	67	1.5672	28.358	6.791	55.224	8.3433
kylie minogue	0.6856	0.471	2	946	45050	88	0.0227	2.273	1.6932	48.864	1.7159
kyova region	0.286	-0.8038	3	919	17459	30	0.0333	3.333	0.8667	23.333	0.9
kyrgyzstan	-0.6989	-0.0888	4	1427	80580	57	0.3333	19.298	1.3333	28.07	1.6667
lacrosse	0.582	-0.6944	3	1298	49227	129	0.0465	4.651	0.845	23.256	0.8915
ladakh	-0.6661	0.7995	4	866	16709	10	3.7	40	15.8	80	19.4
lady gaga	0.8275	0.3759	2	1180	77892	107	0.0374	2.804	0.4953	14.953	0.5327
lagos	-0.0396	-0.0031	1	1151	24726	164	0.2256	11.585	1.3841	39.634	1.6037
lahore qalandars	-0.2051	0.742	4	321	1823	7	0.1429	14.286	0.1429	14.286	0.2857
lakes	-0.2558	-0.5862	1	1689	209498	533	1.8949	25.516	1.2645	38.462	3.0563
lakshadweep	-0.6189	0.9057	4	941	15395	8	0.875	25	17	75	17.875
lancashire and cumbria	-0.3831	0.1542	5	1622	285087	753	0.1328	6.64	2.2191	51.793	2.3466
language	-0.6122	0.3018	4	1954	1353969	1382	1.186	32.489	3.445	59.841	4.5441
languages of ethiopia	-1.0714	0.4425	4	472	4710	4	2	75	6	75	8
lanka premier league	0.0925	0.439	5	177	1239	4	0	0	0	0	0
laos	-0.3822	-0.6815	6	1659	216975	227	2.815	32.599	3.2423	43.612	6.0352
las vegas	0.5415	-0.2389	3	1682	161951	207	0.0821	5.314	1.8986	32.367	1.9807
latin	-0.8674	0.4534	4	1637	300809	250	0.936	30.4	3.936	57.2	4.816
latin america	-0.27	-0.507	1	1897	658396	263	2.1673	36.502	5.7224	53.232	7.8137
latin america road transport	-0.1656	-0.5521	1	208	2490	22	0.0455	4.545	0.0455	4.545	0.0909
latin music	0.6343	0.2715	2	1622	271250	793	0.0479	3.026	1.3808	28.373	1.4275
latter day saint movement	-0.6176	0.5553	4	1874	863222	771	0.5409	17.121	5.2983	63.943	5.8029
latvia	-0.8614	-0.2066	6	1594	207336	268	0.556	15.299	2.9739	46.269	3.5112
law	-0.0836	-0.1397	3	2044	3833745	7287	0.8146	18.307	1.7681	36.284	2.5567
law & order	0.7415	-0.0981	2	748	11926	33	0	0	0.6364	27.273	0.6364
law enforcement	-0.1094	-0.2198	3	1981	1090437	1521	0.7528	15.582	1.8613	37.607	2.5792
lebanon	-1.1362	0.1981	4	1821	534286	568	0.6725	18.486	3.8504	44.894	4.4947
led zeppelin	0.668	0.3669	2	941	46930	108	0.0185	1.852	2.9722	52.778	2.9907
left hand path	-0.6022	0.6999	4	1182	40694	29	1.9655	41.379	12.5862	79.31	14.4828
lego	0.9301	0.2245	2	1060	27919	59	0.0169	1.695	0.4407	15.254	0.4576
lehigh valley	0.4332	-0.6765	3	1422	62222	128	0.2969	3.906	0.6562	27.344	0.9531
lemony snicket task force	0.4569	0.3022	2	447	1984	7	0.2857	14.286	1.5714	42.857	1.8571
leona lewis	0.8494	0.3998	2	787	20982	39	0	0	0.2051	7.692	0.2051
lepidoptera	-0.0533	0.8968	1	1176	45293	304	4.2566	64.803	1.7105	60.855	5.7796
lesotho	-0.5697	0.0959	1	1119	23642	54	1.3148	29.63	1.2963	48.148	2.537
lethwei	-0.333	-0.2532	1	302	1798	10	0	0	0.1	10	0.1
lgbt	0.3528	0.196	2	2007	3106293	5074	1.043	17.737	2.8595	44.955	3.8752
liberalism	-0.0586	-0.2334	3	1905	1015583	350	1.8743	32.571	9.5714	56.571	11.3257
liberia	-0.4565	-0.0244	1	1345	58823	154	0.9416	17.532	1.6039	44.805	2.526
libertarianism	-0.0874	-0.0185	3	1825	830269	322	2.0776	41.304	7.8447	64.596	9.6677
libraries	0.178	0.1286	2	2056	1182778	1021	0.8315	21.939	1.5211	39.667	2.3173
library of congress	0.6893	0.0192	2	1876	514532	463	0.257	12.311	6.3132	81.21	6.5486
libya	-1.1318	-0.0269	4	1663	415799	276	0.8913	15.58	4.1087	49.638	4.9783
liechtenstein	-0.8002	0.0358	4	1138	27786	24	0.4167	16.667	2.7917	29.167	3.2083
life on mars	0.4689	0.2779	2	416	2106	7	0	0	2	42.857	2
lighthouses	-0.2089	-0.7233	1	1281	63270	262	0.0534	1.908	0.6374	29.008	0.6832
limited recognition	-0.9336	0.0072	4	1592	170896	88	1.1591	35.227	8.8295	56.818	9.9318
limnology and oceanography	-0.3343	0.2548	1	1714	350773	294	11.6905	66.327	3.2449	59.524	14.5238
lincolnshire	-0.3274	0.0764	5	1667	392830	951	0.1283	6.204	1.4658	37.75	1.5878
linguistics	-0.5107	0.4182	4	1939	1093088	1953	2.5474	36.662	3.0645	54.275	5.4562
linkin park	0.7056	0.381	2	894	22824	65	0	0	0.1692	7.692	0.1692
linux	0.5538	0.706	2	1128	116632	271	0.1661	9.594	0.6605	25.461	0.786
literature	0.0003	0.4108	4	1931	847976	1643	0.5155	18.807	2.563	47.231	3.0463
lithuania	-0.8413	-0.2304	6	1702	401396	704	0.2358	11.506	3.8651	61.506	4.0824
little league	0.9121	-0.4484	3	530	17633	13	0	0	0.4615	30.769	0.4615
liverpool f.c.	0.6516	-0.9439	5	1179	199512	201	0.0448	0.995	1.4925	48.756	1.5373
livestock	-0.0203	0.5973	1	1528	89692	226	2.3451	31.858	2.385	38.938	4.6858
lobe-fins	-0.0771	0.9695	1	381	4458	19	5.6316	84.211	1.0526	52.632	6.6316
logic	-0.3496	0.6861	4	1620	437351	357	6.0252	65.546	7.1961	80.952	12.7059
london transport	-0.1617	0.1461	5	1506	434860	667	0.1139	5.247	3.2234	60.72	3.3358
london-related	-0.0844	0.1466	5	2003	3632131	4697	0.304	10.794	2.4818	49.18	2.7745
long island	0.4813	-0.1866	3	1856	338595	277	0.1119	5.415	1.3466	35.379	1.426
longevity	-0.3202	0.7696	4	1236	32689	65	6.2769	33.846	3.2769	61.538	9.4
looney tunes	1.0306	0.0637	2	1115	38475	25	0.04	4	3.2	76	3.24
los angeles	0.7179	-0.1505	2	1952	1592393	1674	0.1493	6.153	1.5896	36.798	1.7324
los angeles angels of anaheim	0.8587	-0.5629	3	1062	205025	164	0.0305	1.829	0.5732	20.122	0.6037
los angeles dodgers	0.9258	-0.4725	3	1296	449403	330	0.0273	2.121	1.1303	30.303	1.1545
los angeles rams	0.8201	-0.6646	3	1097	124503	116	0	0	0.6293	24.138	0.6293
lost	0.8891	-0.062	2	985	30716	92	0	0	0.25	15.217	0.25
louisiana	0.3267	-0.7736	3	1880	653773	826	0.3644	11.259	1.6998	38.862	2.0569
louisiana road transport	0.3938	-0.9383	3	408	15055	134	0	0	0.0522	1.493	0.0522
louisiana tech	0.6347	-0.5822	3	866	16741	25	0	0	0.36	28	0.36
louisville	0.5237	-0.6559	3	1741	417456	632	0.1361	5.222	1.5364	38.291	1.6661
low-importance pornography	0.3338	0.2585	2	1384	58440	181	0.7072	14.917	2.0773	39.779	2.7182
"lowell, massachusetts"	0.2022	-0.6014	3	1290	44714	84	0.0476	3.571	1.4405	34.524	1.4881
lower assam	-0.6143	0.9201	4	492	5034	16	0.5	25	0.8125	50	1.3125
lower saxony	-0.5255	-0.3554	5	1358	73832	112	0.3125	6.25	1.5625	41.964	1.875
lucknow	-0.4009	0.9087	4	670	9168	41	0.0488	4.878	0.6098	17.073	0.6585
lutheranism	-0.6508	0.498	4	1946	1039919	602	0.696	15.116	4.9734	50.332	5.6179
luxembourg	-0.9195	-0.298	6	1493	128519	194	0.1546	5.67	1.7113	34.536	1.8505
machinima	0.9118	0.3715	2	630	6972	18	0.7778	27.778	1.6111	33.333	2.1667
macintosh	0.5955	0.631	2	1398	111989	176	0.1648	6.25	1.1136	27.841	1.267
madagascar	-0.5902	0.2571	1	1429	92774	318	2.8239	38.05	3.5189	56.604	6.2547
madeira	-0.8302	0.04	1	773	6250	7	2.7143	71.429	2.7143	71.429	5.4286
madhya pradesh	-0.4568	0.9449	4	1222	66063	110	0.5091	13.636	4.0636	61.818	4.5091
madonna	0.8204	0.4001	2	1375	178578	214	0.014	1.402	3.9486	52.336	3.9626
magazine	0.5125	0.3246	2	1935	644262	467	0.2612	10.921	2.3683	51.606	2.6253
magic	0.2274	0.3849	2	1325	32728	85	0.2588	12.941	2.5294	49.412	2.7882
magic: the gathering	0.9087	0.3565	2	806	12659	54	0.0926	1.852	0.8148	22.222	0.9074
maharashtra	-0.3259	0.8482	4	1671	301692	482	0.3651	15.353	4.3651	48.548	4.7137
maharashtra road transport	-0.3157	0.8731	4	45	66	1	0	0	0	0	0
maine	-0.0622	-0.7494	3	1739	300184	618	0.2201	7.605	1.1926	33.172	1.4013
maine road transport	0.3516	-0.9757	3	236	5920	68	0	0	0.0294	1.471	0.0294
mainz	-0.7675	0.0913	4	959	17425	34	0.3824	8.824	2.8824	38.235	3.2647
malawi	-0.6397	0.0254	1	1224	36533	123	0.4228	13.821	1.4797	26.016	1.9024
malaysia	-0.5512	-0.1205	1	1796	549216	912	0.9167	15.789	2.9211	34.32	3.8147
maldives	-0.642	0.3748	4	1350	58687	66	0.5455	16.667	4.3788	33.333	4.8939
mali	-0.7362	0.102	1	1367	75381	108	1.6574	36.111	3.5741	48.148	5.2222
malta	-0.9388	-0.0218	4	1652	260732	429	0.2937	10.49	2.5711	55.012	2.8228
mammal	-0.2058	0.8255	1	1807	665526	1398	8.6159	77.897	3.4227	62.16	11.9249
manchester united f.c.	0.6258	-0.9263	5	1282	253531	285	0.0211	1.053	1.4807	51.579	1.4982
mangalore	-0.4933	0.8378	4	963	20967	32	0.0312	3.125	2.6562	40.625	2.6875
manipur	-0.6968	0.8389	4	778	13091	24	0.375	20.833	1.4583	54.167	1.7917
manitoba	0.2363	-0.8592	3	1730	200223	378	0.9947	12.169	1.7196	35.185	2.7037
manitoba road transport	0.2446	-1.0147	3	277	3089	13	0	0	0.0769	7.692	0.0769
maps	-0.4773	-0.0791	5	1891	473033	327	1.5076	32.416	2.6239	48.012	4.0336
marching band	0.4069	-0.4189	3	1319	57531	130	0.0538	3.846	0.4923	20.769	0.5462
mariah carey	0.8507	0.3828	2	917	65540	103	0	0	1.1845	45.631	1.1845
marine life	-0.1137	0.8518	1	1476	203656	651	7.6482	69.124	2.0492	44.7	9.4916
maritime transport task force	-0.4124	-0.6463	6	1995	1114847	846	0.4102	13.475	2.2683	46.454	2.6478
maritime warfare	-0.9856	-1.0182	6	1972	11463909	18810	0.0464	2.355	1.9424	49.522	1.9879
marketing & advertising	0.3462	0.4661	2	1863	304229	493	2.8012	33.063	2.3083	52.535	4.9777
mars	-0.1765	0.6194	1	1212	112197	171	10.2749	74.854	1.7544	52.632	11.8596
marshall islands	-0.4049	-0.8123	6	1079	44548	37	3.5405	24.324	1.9189	43.243	4.9459
martial arts	0.2641	-0.2096	3	1732	234280	655	0.1344	5.649	1.6519	31.45	1.7802
martinique	-0.1517	-0.6472	1	1049	19237	32	0.8125	25	2.0938	50	2.9062
marvel cinematic universe	1.0692	0.2004	2	1280	272713	236	0	0	0.0805	5.085	0.0805
marvel comics	1.0462	0.2322	2	1628	798410	1028	0.0175	1.167	1.2743	44.553	1.2909
maryland	0.3355	-0.636	3	1904	877603	1231	0.2023	7.474	1.3826	37.449	1.5743
maryland road transport	0.3584	-0.8729	3	596	47006	460	0.0043	0.435	0.0391	2.609	0.0435
mass surveillance	0.1261	0.148	2	1661	208362	180	1.4556	33.333	2.6778	52.222	3.9556
massachusetts	0.1576	-0.6019	3	1990	1673487	2372	0.4591	11.046	1.9869	44.857	2.4355
massachusetts road transport	0.3454	-0.8884	3	549	15734	66	0	0	0.1364	4.545	0.1364
materials	-0.0659	0.5748	1	1820	301811	186	10.2796	69.892	7.2151	77.419	16.9247
mathematics	-0.1172	0.6493	1	1870	992541	4215	3.187	55.919	3.6028	67.236	6.5155
mauritania	-0.9247	0.12	4	1446	91598	74	1.2297	29.73	4.5541	51.351	5.7838
mauritius	-0.5364	0.4882	4	1441	66439	110	2.4091	17.273	2.6182	30.909	4.9
mcb	0.0831	0.9073	1	1772	926007	2575	26.1375	93.165	2.3899	55.922	28.0454
mecca	-1.119	0.4787	4	1095	52080	25	1.12	44	14.44	84	15.56
media	0.5202	0.0956	2	2047	2406199	817	1.7148	25.092	2.8752	47.613	4.5165
media franchise	0.906	0.244	2	1748	273764	313	0.2236	10.543	4.77	61.022	4.9904
medical genetics	0.1825	0.9349	1	1470	143525	366	21.276	93.169	2.4699	59.563	23.4508
medicine	0.1485	0.7609	1	2026	4996166	10369	13.7355	74.732	2.8197	56.177	16.346
medieval philosophy	-0.5857	0.6276	4	1393	256487	112	1.7857	54.464	10.4107	82.143	12.0268
medieval scotland	-0.7203	0.2223	5	1265	183728	374	1.7727	18.984	5.8556	41.711	7.2059
medieval warfare	-1.1328	0.1235	4	1748	1696210	2699	0.4735	16.006	4.3264	62.245	4.767
meghalaya	-0.622	0.8905	4	729	10315	18	0.2778	16.667	1.1111	44.444	1.3333
meghan trainor	0.8411	0.4057	2	544	14667	36	0	0	0.0278	2.778	0.0278
melanesia	-0.5322	-0.3882	1	1730	319093	312	1.4519	26.603	3.6218	50	5
melbourne	-0.0206	0.3073	1	1791	331378	755	0.0755	5.033	1.2477	32.715	1.3219
men's issues	0.1224	0.6047	4	132	689	2	7	50	2.5	100	9.5
merlin entertainments	0.304	0.3293	5	984	13121	29	0.2069	6.897	0.4138	13.793	0.6207
mesoamerica	-0.3097	-0.3465	1	1628	282729	473	2.1163	44.609	5.2304	69.979	7.2918
metalworking	-0.1284	0.4696	1	1707	203764	614	1.6938	25.733	2.3176	55.7	3.9365
metaphysics	-0.4373	0.6744	4	1607	534234	227	4.467	58.59	9.7797	79.736	14.0573
meteorites	-0.1565	0.6631	1	738	21583	66	4	65.152	1.1212	42.424	5.0606
meteorological biography	-0.095	-0.5034	1	774	6594	19	2.2632	63.158	1.4737	42.105	3.7368
meteorological instrument and data	-0.1927	-0.6511	1	1295	41053	67	3.194	43.284	1.8657	43.284	4.8209
meteorology	-0.2228	-0.3873	1	1443	69419	176	3.7784	46.591	1.0455	35.795	4.7045
methodism work group	-0.6007	0.5011	4	1762	396226	300	0.3233	12.333	4.2567	50	4.5667
metropolitan museum of art	-0.3927	0.309	4	1044	23500	61	0.377	14.754	1.9344	45.902	2.3115
metros of the former soviet union	-0.8734	0.0077	5	505	7985	17	0.3529	5.882	0.1765	17.647	0.5294
mexican cinema	0.7486	0.049	2	875	11802	33	0	0	0.9697	27.273	0.9697
mexican-american	0.4439	-0.222	3	1618	189292	233	0.5064	18.026	3.6867	57.082	4.1717
mexico	0.0346	-0.3507	1	1987	1388730	2653	0.703	16.849	2.2492	50.509	2.9355
miami	0.608	-0.3879	3	1791	324131	382	0.1047	3.403	0.9058	30.89	1.0052
miami heat	0.7697	-0.4737	3	736	22655	17	0.0588	5.882	0.7059	23.529	0.7647
michael jackson	0.8467	0.3155	2	1222	86896	107	0.0654	4.673	4.4019	68.224	4.4579
michigan	0.446	-0.5783	3	1947	1332905	2985	0.1223	4.288	1.0174	28.576	1.1337
michigan road transport	0.4208	-0.9058	3	622	31078	225	0.0044	0.444	0.7289	36.889	0.7333
